1020,SDE-3,Requirement of SDE-3 in our company,53,6,12,7,5
1021,Web Developer,Requirement of Web Developer in our company,54,2,13,8,1
1022,Frontend Developer,Requirement of Frontend Developer in our company,55,6,14,9,2
1023,Analyst-Product Development,Requirement of Analyst-Product Development in our company,56,4,15,10,6
1024,Engineering Manager,Requirement of Engineering Manager in our company,57,3,16,10,7
1025,Database Administrator,Requirement of Database Administrator in our company,58,2,17,10,6
1026,SDE-3,Requirement of SDE-3 in our company,59,2,18,11,5
1027,Engineering Manager,Requirement of Engineering Manager in our company,60,2,19,11,2
1028,SDE-3,Requirement of SDE-3 in our company,61,3,20,11,3
1048,SDE-3,Requirement of SDE-3 in our company,62,6,21,11,4
1049,Frontend Developer,Requirement of Frontend Developer in our company,63,7,22,11,5
1050,SDE-2,Requirement of SDE-2 in our company,64,4,23,12,6
1051,Algorithmic Coder,Requirement of Algorithmic Coder in our company,65,7,24,12,6
1052,Human Resource Manager,Requirement of Human Resource Manager in our company,66,2,25,12,7
1053,SDE-2,Requirement of SDE-2 in our company,67,1,26,12,4
1054,SDE-3,Requirement of SDE-3 in our company,68,3,27,12,1
1055,Analyst-Product Development,Requirement of Analyst-Product Development in our company,69,6,28,12,5
1056,Algorithmic Coder,Requirement of Algorithmic Coder in our company,70,3,29,12,2
1057,Database Administrator,Requirement of Database Administrator in our company,71,6,30,12,4
1058,Frontend Developer,Requirement of Frontend Developer in our company,72,2,31,12,4
1059,Analyst-Product Development,Requirement of Analyst-Product Development in our company,73,5,32,12,7
1060,Hardware Engineer,Requirement of Hardware Engineer in our company,74,2,33,12,7
1061,SDE-3,Requirement of SDE-3 in our company,75,4,34,12,3
1062,Frontend Developer,Requirement of Frontend Developer in our company,76,7,35,12,3
1063,Human Resource Manager,Requirement of Human Resource Manager in our company,77,1,36,12,7
1064,Algorithmic Coder,Requirement of Algorithmic Coder in our company,78,2,37,12,4
1065,Web Developer,Requirement of Web Developer in our company,79,7,38,12,6
1066,SDE-1,Requirement of SDE-1 in our company,80,6,39,12,5
1067,SDE-2,Requirement of SDE-2 in our company,81,5,40,12,6
1068,Engineering Manager,Requirement of Engineering Manager in our company,82,2,41,12,1
1069,SDE-3,Requirement of SDE-3 in our company,83,5,1,1,4
1070,Human Resource Manager,Requirement of Human Resource Manager in our company,84,3,2,2,5
1071,Analyst-Product Development,Requirement of Analyst-Product Development in our company,85,6,3,3,6
1072,Engineering Manager,Requirement of Engineering Manager in our company,86,7,4,4,7
1073,Frontend Developer,Requirement of Frontend Developer in our company,87,2,5,4,2
1074,Engineering Manager,Requirement of Engineering Manager in our company,88,1,6,5,7
1075,Human Resource Manager,Requirement of Human Resource Manager in our company,89,2,7,5,6
1153,Web Developer,Requirement of Web Developer in our company,90,7,8,5,1
1154,Human Resource Manager,Requirement of Human Resource Manager in our company,91,5,9,6,1
1155,Frontend Developer,Requirement of Frontend Developer in our company,92,4,10,6,5
1156,Engineering Manager,Requirement of Engineering Manager in our company,93,6,11,6,6
1157,Hardware Engineer,Requirement of Hardware Engineer in our company,94,6,12,7,2
1158,Engineering Manager,Requirement of Engineering Manager in our company,95,6,13,8,1
1159,Algorithmic Coder,Requirement of Algorithmic Coder in our company,96,1,14,9,3
1160,SDE-1,Requirement of SDE-1 in our company,97,1,15,10,1
1161,Engineering Manager,Requirement of Engineering Manager in our company,98,6,16,10,7
1162,SDE-2,Requirement of SDE-2 in our company,1,4,1,1,1
1163,SDE-3,Requirement of SDE-3 in our company,1,4,2,2,4
1164,SDE-3,Requirement of SDE-3 in our company,2,2,3,3,4
1165,SDE-3,Requirement of SDE-3 in our company,3,6,4,4,7
1166,Human Resource Manager,Requirement of Human Resource Manager in our company,4,4,5,4,7
1167,Web Developer,Requirement of Web Developer in our company,5,2,6,5,2
1168,Human Resource Manager,Requirement of Human Resource Manager in our company,6,6,7,5,7
1169,Analyst-Product Development,Requirement of Analyst-Product Development in our company,7,1,8,5,6
1170,Algorithmic Coder,Requirement of Algorithmic Coder in our company,8,6,9,6,3
1171,Human Resource Manager,Requirement of Human Resource Manager in our company,9,5,10,6,1
1172,Engineering Manager,Requirement of Engineering Manager in our company,10,2,11,6,1
1173,SDE-1,Requirement of SDE-1 in our company,11,6,12,7,5
1174,Algorithmic Coder,Requirement of Algorithmic Coder in our company,12,2,13,8,7
1175,Frontend Developer,Requirement of Frontend Developer in our company,13,6,14,9,3
1268,Analyst-Product Development,Requirement of Analyst-Product Development in our company,14,2,15,10,3
1269,SDE-1,Requirement of SDE-1 in our company,15,4,16,10,1
1270,Analyst-Product Development,Requirement of Analyst-Product Development in our company,16,4,17,10,6
1271,Analyst-Product Development,Requirement of Analyst-Product Development in our company,17,4,18,11,4
1272,Human Resource Manager,Requirement of Human Resource Manager in our company,18,6,19,11,5
1273,SDE-2,Requirement of SDE-2 in our company,19,1,20,11,4
1274,Hardware Engineer,Requirement of Hardware Engineer in our company,20,1,21,11,7
1275,SDE-1,Requirement of SDE-1 in our company,21,4,22,11,4
1276,Database Administrator,Requirement of Database Administrator in our company,22,3,23,12,6
1280,Human Resource Manager,Requirement of Human Resource Manager in our company,23,7,24,12,1
1281,Hardware Engineer,Requirement of Hardware Engineer in our company,24,3,25,12,5
1282,Frontend Developer,Requirement of Frontend Developer in our company,25,4,26,12,5
1283,Frontend Developer,Requirement of Frontend Developer in our company,26,2,27,12,1
1284,Analyst-Product Development,Requirement of Analyst-Product Development in our company,27,3,28,12,5
1285,Algorithmic Coder,Requirement of Algorithmic Coder in our company,28,3,29,12,5
1286,Analyst-Product Development,Requirement of Analyst-Product Development in our company,29,1,30,12,1
1287,Web Developer,Requirement of Web Developer in our company,30,3,31,12,1
1288,Hardware Engineer,Requirement of Hardware Engineer in our company,31,7,32,12,4
1298,Frontend Developer,Requirement of Frontend Developer in our company,32,1,33,12,1
1299,Web Developer,Requirement of Web Developer in our company,33,2,34,12,3
1300,SDE-1,Requirement of SDE-1 in our company,34,7,35,12,7
1301,Database Administrator,Requirement of Database Administrator in our company,35,6,36,12,7
1302,Analyst-Product Development,Requirement of Analyst-Product Development in our company,36,2,37,12,6
1303,Human Resource Manager,Requirement of Human Resource Manager in our company,37,6,38,12,5
1304,Algorithmic Coder,Requirement of Algorithmic Coder in our company,38,7,39,12,3
1305,Frontend Developer,Requirement of Frontend Developer in our company,39,6,40,12,2
1306,Human Resource Manager,Requirement of Human Resource Manager in our company,40,5,41,12,3
1307,Engineering Manager,Requirement of Engineering Manager in our company,41,2,1,1,6
1308,SDE-2,Requirement of SDE-2 in our company,42,2,2,2,5
1309,SDE-3,Requirement of SDE-3 in our company,43,7,3,3,2
1310,Human Resource Manager,Requirement of Human Resource Manager in our company,44,4,4,4,3
1311,Human Resource Manager,Requirement of Human Resource Manager in our company,45,4,5,4,7
1312,SDE-2,Requirement of SDE-2 in our company,46,3,6,5,4
1313,Database Administrator,Requirement of Database Administrator in our company,47,4,7,5,5
1314,Database Administrator,Requirement of Database Administrator in our company,48,4,8,5,5
1315,Database Administrator,Requirement of Database Administrator in our company,49,6,9,6,7
1316,Hardware Engineer,Requirement of Hardware Engineer in our company,50,7,10,6,6
1317,Database Administrator,Requirement of Database Administrator in our company,51,5,11,6,3
1318,Engineering Manager,Requirement of Engineering Manager in our company,52,4,12,7,6
1319,Algorithmic Coder,Requirement of Algorithmic Coder in our company,53,7,13,8,6
1320,Hardware Engineer,Requirement of Hardware Engineer in our company,54,3,14,9,5
1321,Analyst-Product Development,Requirement of Analyst-Product Development in our company,55,3,15,10,4
1322,Database Administrator,Requirement of Database Administrator in our company,56,3,16,10,7
1323,Algorithmic Coder,Requirement of Algorithmic Coder in our company,57,6,17,10,3
1330,Frontend Developer,Requirement of Frontend Developer in our company,58,7,18,11,5
1331,SDE-2,Requirement of SDE-2 in our company,59,7,19,11,7
1332,Analyst-Product Development,Requirement of Analyst-Product Development in our company,60,6,20,11,6
1333,SDE-3,Requirement of SDE-3 in our company,61,2,21,11,4
1334,Hardware Engineer,Requirement of Hardware Engineer in our company,62,7,22,11,1
1335,SDE-3,Requirement of SDE-3 in our company,63,6,23,12,4
1336,SDE-1,Requirement of SDE-1 in our company,64,5,24,12,2
1337,Frontend Developer,Requirement of Frontend Developer in our company,65,7,25,12,5
1338,Web Developer,Requirement of Web Developer in our company,66,7,26,12,2
1339,Human Resource Manager,Requirement of Human Resource Manager in our company,67,4,27,12,4
1340,Frontend Developer,Requirement of Frontend Developer in our company,68,5,28,12,5
1341,SDE-3,Requirement of SDE-3 in our company,69,2,29,12,1
1342,SDE-3,Requirement of SDE-3 in our company,70,3,30,12,6
1343,Human Resource Manager,Requirement of Human Resource Manager in our company,71,1,31,12,2
1344,Web Developer,Requirement of Web Developer in our company,72,4,32,12,4
1345,SDE-2,Requirement of SDE-2 in our company,73,1,33,12,2
1346,Hardware Engineer,Requirement of Hardware Engineer in our company,74,6,34,12,6
1347,Engineering Manager,Requirement of Engineering Manager in our company,75,7,35,12,7
1348,SDE-1,Requirement of SDE-1 in our company,76,6,36,12,2
1349,Web Developer,Requirement of Web Developer in our company,77,4,37,12,4
1350,SDE-3,Requirement of SDE-3 in our company,78,7,38,12,4
1351,Human Resource Manager,Requirement of Human Resource Manager in our company,79,6,39,12,7
1352,Analyst-Product Development,Requirement of Analyst-Product Development in our company,80,1,40,12,7
1353,Web Developer,Requirement of Web Developer in our company,81,2,41,12,3
1354,Engineering Manager,Requirement of Engineering Manager in our company,82,3,1,1,7
1355,Analyst-Product Development,Requirement of Analyst-Product Development in our company,83,5,2,2,5
1356,Hardware Engineer,Requirement of Hardware Engineer in our company,84,3,3,3,1
1357,Human Resource Manager,Requirement of Human Resource Manager in our company,85,5,4,4,6
1358,SDE-1,Requirement of SDE-1 in our company,86,5,5,4,5
1359,Analyst-Product Development,Requirement of Analyst-Product Development in our company,87,6,6,5,7
1360,Frontend Developer,Requirement of Frontend Developer in our company,88,3,7,5,6
1361,Engineering Manager,Requirement of Engineering Manager in our company,89,6,8,5,5
1362,Hardware Engineer,Requirement of Hardware Engineer in our company,90,5,9,6,2
1363,SDE-1,Requirement of SDE-1 in our company,91,4,10,6,4
1364,Analyst-Product Development,Requirement of Analyst-Product Development in our company,92,1,11,6,3
1365,Engineering Manager,Requirement of Engineering Manager in our company,93,1,12,7,3
1366,Frontend Developer,Requirement of Frontend Developer in our company,94,1,13,8,7
1367,Frontend Developer,Requirement of Frontend Developer in our company,95,7,14,9,6
1368,Database Administrator,Requirement of Database Administrator in our company,96,3,15,10,7
1389,Database Administrator,Requirement of Database Administrator in our company,97,1,16,10,4
1390,Hardware Engineer,Requirement of Hardware Engineer in our company,98,3,1,1,6
1391,SDE-3,Requirement of SDE-3 in our company,1,4,2,2,4
1392,Analyst-Product Development,Requirement of Analyst-Product Development in our company,2,6,3,3,3
1393,SDE-3,Requirement of SDE-3 in our company,3,4,4,4,1
1394,SDE-3,Requirement of SDE-3 in our company,4,2,5,4,4
1395,Engineering Manager,Requirement of Engineering Manager in our company,5,4,6,5,4
1396,Analyst-Product Development,Requirement of Analyst-Product Development in our company,6,1,7,5,5
1397,Human Resource Manager,Requirement of Human Resource Manager in our company,7,5,8,5,5
1398,Human Resource Manager,Requirement of Human Resource Manager in our company,8,7,9,6,4
1399,Frontend Developer,Requirement of Frontend Developer in our company,9,5,10,6,2
1400,Analyst-Product Development,Requirement of Analyst-Product Development in our company,10,2,11,6,3
1401,Human Resource Manager,Requirement of Human Resource Manager in our company,11,2,12,7,4
1402,Analyst-Product Development,Requirement of Analyst-Product Development in our company,12,6,13,8,7
1403,Frontend Developer,Requirement of Frontend Developer in our company,13,1,14,9,4
1404,Algorithmic Coder,Requirement of Algorithmic Coder in our company,14,4,15,10,4
1405,SDE-3,Requirement of SDE-3 in our company,15,2,16,10,1
1406,Database Administrator,Requirement of Database Administrator in our company,16,1,17,10,1
1407,Analyst-Product Development,Requirement of Analyst-Product Development in our company,17,3,18,11,5
1408,Hardware Engineer,Requirement of Hardware Engineer in our company,18,7,19,11,2
1409,Hardware Engineer,Requirement of Hardware Engineer in our company,19,6,20,11,4
1410,SDE-3,Requirement of SDE-3 in our company,20,5,21,11,1
1411,Web Developer,Requirement of Web Developer in our company,21,6,22,11,7
1412,Web Developer,Requirement of Web Developer in our company,22,7,23,12,7
1413,Web Developer,Requirement of Web Developer in our company,23,3,24,12,4
1414,Web Developer,Requirement of Web Developer in our company,24,4,25,12,7
1415,Web Developer,Requirement of Web Developer in our company,25,4,26,12,2
1416,Engineering Manager,Requirement of Engineering Manager in our company,26,5,27,12,7
1417,Web Developer,Requirement of Web Developer in our company,27,1,28,12,3
1418,Web Developer,Requirement of Web Developer in our company,28,5,29,12,3
1419,Engineering Manager,Requirement of Engineering Manager in our company,29,1,30,12,4
1420,Frontend Developer,Requirement of Frontend Developer in our company,30,4,31,12,4
1421,Hardware Engineer,Requirement of Hardware Engineer in our company,31,4,32,12,7
1422,Database Administrator,Requirement of Database Administrator in our company,32,5,33,12,4
1423,Algorithmic Coder,Requirement of Algorithmic Coder in our company,33,1,34,12,7
1424,Algorithmic Coder,Requirement of Algorithmic Coder in our company,34,7,35,12,3
1425,Analyst-Product Development,Requirement of Analyst-Product Development in our company,35,3,36,12,6
1426,Hardware Engineer,Requirement of Hardware Engineer in our company,36,1,37,12,5
1427,Web Developer,Requirement of Web Developer in our company,37,5,38,12,3
1428,Algorithmic Coder,Requirement of Algorithmic Coder in our company,38,3,39,12,4
1429,Database Administrator,Requirement of Database Administrator in our company,39,1,40,12,4
1430,Web Developer,Requirement of Web Developer in our company,40,7,41,12,5
1431,Engineering Manager,Requirement of Engineering Manager in our company,41,2,1,1,3
1432,Human Resource Manager,Requirement of Human Resource Manager in our company,42,2,2,2,2
1433,SDE-3,Requirement of SDE-3 in our company,43,6,3,3,6
1434,SDE-3,Requirement of SDE-3 in our company,44,7,4,4,5
1435,Frontend Developer,Requirement of Frontend Developer in our company,45,5,5,4,5
1439,Human Resource Manager,Requirement of Human Resource Manager in our company,46,4,6,5,1
1440,SDE-1,Requirement of SDE-1 in our company,47,1,7,5,2
1441,SDE-2,Requirement of SDE-2 in our company,48,7,8,5,3
1442,Human Resource Manager,Requirement of Human Resource Manager in our company,49,7,9,6,7
1443,SDE-2,Requirement of SDE-2 in our company,50,1,10,6,7
1444,Frontend Developer,Requirement of Frontend Developer in our company,51,7,11,6,4
1445,Human Resource Manager,Requirement of Human Resource Manager in our company,52,4,12,7,4
1446,Human Resource Manager,Requirement of Human Resource Manager in our company,53,1,13,8,6
1447,Database Administrator,Requirement of Database Administrator in our company,54,1,14,9,6
1448,Frontend Developer,Requirement of Frontend Developer in our company,55,7,15,10,6
1449,SDE-3,Requirement of SDE-3 in our company,56,6,16,10,5
1450,Analyst-Product Development,Requirement of Analyst-Product Development in our company,57,4,17,10,6
1451,Frontend Developer,Requirement of Frontend Developer in our company,58,7,18,11,5
1452,Web Developer,Requirement of Web Developer in our company,59,7,19,11,5
1453,Database Administrator,Requirement of Database Administrator in our company,60,3,20,11,4
1454,SDE-3,Requirement of SDE-3 in our company,61,1,21,11,7
1455,Human Resource Manager,Requirement of Human Resource Manager in our company,62,4,22,11,5
1456,Database Administrator,Requirement of Database Administrator in our company,63,3,23,12,1
1530,Engineering Manager,Requirement of Engineering Manager in our company,64,7,24,12,2
1531,Human Resource Manager,Requirement of Human Resource Manager in our company,65,7,25,12,2
1532,SDE-2,Requirement of SDE-2 in our company,66,7,26,12,4
1533,Analyst-Product Development,Requirement of Analyst-Product Development in our company,67,3,27,12,4
1534,Hardware Engineer,Requirement of Hardware Engineer in our company,68,6,28,12,5
1535,Database Administrator,Requirement of Database Administrator in our company,69,2,29,12,2
1536,Web Developer,Requirement of Web Developer in our company,70,6,30,12,7
1537,SDE-1,Requirement of SDE-1 in our company,71,1,31,12,2
1668,Algorithmic Coder,Requirement of Algorithmic Coder in our company,72,5,32,12,2
1669,Database Administrator,Requirement of Database Administrator in our company,73,6,33,12,6
1670,Engineering Manager,Requirement of Engineering Manager in our company,74,1,34,12,4
1671,Analyst-Product Development,Requirement of Analyst-Product Development in our company,75,1,35,12,2
1672,Frontend Developer,Requirement of Frontend Developer in our company,76,3,36,12,6
1673,Engineering Manager,Requirement of Engineering Manager in our company,77,6,37,12,1
1674,Web Developer,Requirement of Web Developer in our company,78,2,38,12,7
1675,SDE-2,Requirement of SDE-2 in our company,79,5,39,12,2
1676,Engineering Manager,Requirement of Engineering Manager in our company,80,4,40,12,1
1677,Frontend Developer,Requirement of Frontend Developer in our company,81,4,41,12,1
1678,SDE-3,Requirement of SDE-3 in our company,82,5,1,1,5
1679,Analyst-Product Development,Requirement of Analyst-Product Development in our company,83,3,2,2,5
1680,Hardware Engineer,Requirement of Hardware Engineer in our company,84,4,3,3,1
1681,Database Administrator,Requirement of Database Administrator in our company,85,1,4,4,5
1682,Analyst-Product Development,Requirement of Analyst-Product Development in our company,86,7,5,4,7
1683,Hardware Engineer,Requirement of Hardware Engineer in our company,87,5,6,5,4
1684,Engineering Manager,Requirement of Engineering Manager in our company,88,7,7,5,2
1685,Hardware Engineer,Requirement of Hardware Engineer in our company,89,1,8,5,5
1686,Algorithmic Coder,Requirement of Algorithmic Coder in our company,90,5,9,6,4
1687,Web Developer,Requirement of Web Developer in our company,91,5,10,6,7
1688,Analyst-Product Development,Requirement of Analyst-Product Development in our company,92,1,11,6,6
1689,Hardware Engineer,Requirement of Hardware Engineer in our company,93,3,12,7,5
1690,Web Developer,Requirement of Web Developer in our company,94,7,13,8,7
1691,Engineering Manager,Requirement of Engineering Manager in our company,95,2,14,9,4
1692,SDE-3,Requirement of SDE-3 in our company,96,4,15,10,7
1693,SDE-2,Requirement of SDE-2 in our company,97,2,16,10,1
1694,Database Administrator,Requirement of Database Administrator in our company,98,5,1,1,5
1695,Analyst-Product Development,Requirement of Analyst-Product Development in our company,1,7,2,2,5
1696,Hardware Engineer,Requirement of Hardware Engineer in our company,2,6,3,3,2
1697,Algorithmic Coder,Requirement of Algorithmic Coder in our company,3,3,4,4,7
1698,SDE-3,Requirement of SDE-3 in our company,4,6,5,4,6
1699,Engineering Manager,Requirement of Engineering Manager in our company,5,7,6,5,2
1700,Database Administrator,Requirement of Database Administrator in our company,6,5,7,5,1
1701,Analyst-Product Development,Requirement of Analyst-Product Development in our company,7,1,8,5,7
1702,Database Administrator,Requirement of Database Administrator in our company,8,1,9,6,6
1703,Algorithmic Coder,Requirement of Algorithmic Coder in our company,9,3,10,6,6
1704,Frontend Developer,Requirement of Frontend Developer in our company,10,7,11,6,4
1705,Analyst-Product Development,Requirement of Analyst-Product Development in our company,11,1,12,7,4
1706,Human Resource Manager,Requirement of Human Resource Manager in our company,12,3,13,8,7
1707,SDE-1,Requirement of SDE-1 in our company,13,6,14,9,6
1708,Database Administrator,Requirement of Database Administrator in our company,14,7,15,10,5
1709,SDE-2,Requirement of SDE-2 in our company,15,5,16,10,3
1710,Engineering Manager,Requirement of Engineering Manager in our company,16,5,17,10,5
1711,Database Administrator,Requirement of Database Administrator in our company,17,5,18,11,2
1712,SDE-1,Requirement of SDE-1 in our company,18,2,19,11,5
1713,SDE-1,Requirement of SDE-1 in our company,19,5,20,11,2
1714,Human Resource Manager,Requirement of Human Resource Manager in our company,20,4,21,11,5
1715,SDE-3,Requirement of SDE-3 in our company,21,1,22,11,1
1716,Engineering Manager,Requirement of Engineering Manager in our company,22,6,23,12,2
1717,Human Resource Manager,Requirement of Human Resource Manager in our company,23,1,24,12,5
1718,Frontend Developer,Requirement of Frontend Developer in our company,24,3,25,12,4
1719,Engineering Manager,Requirement of Engineering Manager in our company,25,4,26,12,5
1720,Web Developer,Requirement of Web Developer in our company,26,5,27,12,1
1721,SDE-2,Requirement of SDE-2 in our company,27,6,28,12,6
1722,Engineering Manager,Requirement of Engineering Manager in our company,28,6,29,12,4
1723,Engineering Manager,Requirement of Engineering Manager in our company,29,5,30,12,5
1724,Database Administrator,Requirement of Database Administrator in our company,30,6,31,12,3
1725,Algorithmic Coder,Requirement of Algorithmic Coder in our company,31,4,32,12,7
1726,SDE-3,Requirement of SDE-3 in our company,32,2,33,12,6
1727,Human Resource Manager,Requirement of Human Resource Manager in our company,33,4,34,12,5
1728,Frontend Developer,Requirement of Frontend Developer in our company,34,6,35,12,4
1729,Human Resource Manager,Requirement of Human Resource Manager in our company,35,1,36,12,6
1730,SDE-1,Requirement of SDE-1 in our company,36,3,37,12,1
1731,SDE-3,Requirement of SDE-3 in our company,37,4,38,12,7
1732,Hardware Engineer,Requirement of Hardware Engineer in our company,38,2,39,12,5
1733,Frontend Developer,Requirement of Frontend Developer in our company,39,5,40,12,2
1734,Algorithmic Coder,Requirement of Algorithmic Coder in our company,40,7,41,12,6
1735,Human Resource Manager,Requirement of Human Resource Manager in our company,41,1,1,1,2
1736,Database Administrator,Requirement of Database Administrator in our company,42,5,2,2,1
1737,SDE-1,Requirement of SDE-1 in our company,43,6,3,3,1
1738,SDE-3,Requirement of SDE-3 in our company,44,2,4,4,5
1739,Analyst-Product Development,Requirement of Analyst-Product Development in our company,45,5,5,4,5
1740,Frontend Developer,Requirement of Frontend Developer in our company,46,3,6,5,2
1741,Frontend Developer,Requirement of Frontend Developer in our company,47,3,7,5,4
1742,Algorithmic Coder,Requirement of Algorithmic Coder in our company,48,7,8,5,5
1743,Web Developer,Requirement of Web Developer in our company,49,1,9,6,6
1744,Web Developer,Requirement of Web Developer in our company,50,4,10,6,2
1745,Algorithmic Coder,Requirement of Algorithmic Coder in our company,51,4,11,6,7
1746,SDE-1,Requirement of SDE-1 in our company,52,4,12,7,5
1747,Human Resource Manager,Requirement of Human Resource Manager in our company,53,1,13,8,1
1748,SDE-2,Requirement of SDE-2 in our company,54,4,14,9,3
1749,SDE-1,Requirement of SDE-1 in our company,55,6,15,10,1
1750,SDE-2,Requirement of SDE-2 in our company,56,4,16,10,1
1751,Database Administrator,Requirement of Database Administrator in our company,57,6,17,10,2
1752,Database Administrator,Requirement of Database Administrator in our company,58,4,18,11,5
1753,Human Resource Manager,Requirement of Human Resource Manager in our company,59,6,19,11,1
1754,Engineering Manager,Requirement of Engineering Manager in our company,60,2,20,11,1
1755,Web Developer,Requirement of Web Developer in our company,61,1,21,11,4
1756,Hardware Engineer,Requirement of Hardware Engineer in our company,62,3,22,11,3
1757,Algorithmic Coder,Requirement of Algorithmic Coder in our company,63,3,23,12,2
1758,Web Developer,Requirement of Web Developer in our company,64,3,24,12,7
1759,SDE-3,Requirement of SDE-3 in our company,65,4,25,12,6
1760,Engineering Manager,Requirement of Engineering Manager in our company,66,6,26,12,6
1761,SDE-2,Requirement of SDE-2 in our company,67,1,27,12,2
1762,SDE-1,Requirement of SDE-1 in our company,68,7,28,12,4
1763,Human Resource Manager,Requirement of Human Resource Manager in our company,69,3,29,12,6
1764,SDE-1,Requirement of SDE-1 in our company,70,5,30,12,3
1765,Web Developer,Requirement of Web Developer in our company,71,5,31,12,2
1803,SDE-1,Requirement of SDE-1 in our company,72,3,32,12,2
1805,SDE-3,Requirement of SDE-3 in our company,73,5,33,12,4
1806,Algorithmic Coder,Requirement of Algorithmic Coder in our company,74,2,34,12,7
1807,SDE-2,Requirement of SDE-2 in our company,75,1,35,12,4
1808,Engineering Manager,Requirement of Engineering Manager in our company,76,1,36,12,1
1809,SDE-1,Requirement of SDE-1 in our company,77,7,37,12,6
1810,Analyst-Product Development,Requirement of Analyst-Product Development in our company,78,7,38,12,7
1811,SDE-2,Requirement of SDE-2 in our company,79,5,39,12,3
1812,Human Resource Manager,Requirement of Human Resource Manager in our company,80,7,40,12,6
1813,SDE-1,Requirement of SDE-1 in our company,81,1,41,12,6
1814,Algorithmic Coder,Requirement of Algorithmic Coder in our company,82,2,1,1,3
1815,Human Resource Manager,Requirement of Human Resource Manager in our company,83,6,2,2,2
1816,Algorithmic Coder,Requirement of Algorithmic Coder in our company,84,7,3,3,3
1817,Web Developer,Requirement of Web Developer in our company,85,2,4,4,5
1818,Frontend Developer,Requirement of Frontend Developer in our company,86,1,5,4,2
1819,Human Resource Manager,Requirement of Human Resource Manager in our company,87,1,6,5,3
1820,SDE-1,Requirement of SDE-1 in our company,88,2,7,5,6
1821,Frontend Developer,Requirement of Frontend Developer in our company,89,1,8,5,5
1822,Algorithmic Coder,Requirement of Algorithmic Coder in our company,90,6,9,6,5
1823,SDE-2,Requirement of SDE-2 in our company,91,5,10,6,3
1824,SDE-3,Requirement of SDE-3 in our company,92,5,11,6,7
1825,SDE-1,Requirement of SDE-1 in our company,93,7,12,7,7
1826,Web Developer,Requirement of Web Developer in our company,94,3,13,8,1
1827,Hardware Engineer,Requirement of Hardware Engineer in our company,95,7,14,9,5
1828,SDE-1,Requirement of SDE-1 in our company,96,2,15,10,7
1829,Algorithmic Coder,Requirement of Algorithmic Coder in our company,97,3,16,10,2
1830,SDE-3,Requirement of SDE-3 in our company,98,6,1,1,7
1870,Human Resource Manager,Requirement of Human Resource Manager in our company,1,4,2,2,1
1871,Frontend Developer,Requirement of Frontend Developer in our company,1,5,3,3,2
1872,SDE-3,Requirement of SDE-3 in our company,2,3,4,4,2
1873,Engineering Manager,Requirement of Engineering Manager in our company,3,5,5,4,6
1874,Algorithmic Coder,Requirement of Algorithmic Coder in our company,4,4,6,5,1
1875,Hardware Engineer,Requirement of Hardware Engineer in our company,5,6,7,5,1
1876,Algorithmic Coder,Requirement of Algorithmic Coder in our company,6,1,8,5,1
1877,SDE-2,Requirement of SDE-2 in our company,7,2,9,6,6
1878,Algorithmic Coder,Requirement of Algorithmic Coder in our company,8,4,10,6,7
1879,Web Developer,Requirement of Web Developer in our company,9,7,11,6,3
1880,Hardware Engineer,Requirement of Hardware Engineer in our company,10,3,12,7,6
1881,Engineering Manager,Requirement of Engineering Manager in our company,11,5,13,8,2
1882,Human Resource Manager,Requirement of Human Resource Manager in our company,12,5,14,9,4
1883,Frontend Developer,Requirement of Frontend Developer in our company,13,2,15,10,6
1884,Human Resource Manager,Requirement of Human Resource Manager in our company,14,5,16,10,4
1885,Algorithmic Coder,Requirement of Algorithmic Coder in our company,15,6,17,10,6
1886,SDE-1,Requirement of SDE-1 in our company,16,5,18,11,4
1887,Analyst-Product Development,Requirement of Analyst-Product Development in our company,17,3,19,11,7
1888,Web Developer,Requirement of Web Developer in our company,18,6,20,11,3
1889,SDE-2,Requirement of SDE-2 in our company,19,4,21,11,1
1890,SDE-1,Requirement of SDE-1 in our company,20,7,22,11,3
1891,Database Administrator,Requirement of Database Administrator in our company,21,4,23,12,3
1892,Hardware Engineer,Requirement of Hardware Engineer in our company,22,1,24,12,5
1893,Algorithmic Coder,Requirement of Algorithmic Coder in our company,23,7,25,12,2
1894,Web Developer,Requirement of Web Developer in our company,24,5,26,12,5
1895,Web Developer,Requirement of Web Developer in our company,25,6,27,12,4
1906,Analyst-Product Development,Requirement of Analyst-Product Development in our company,26,4,28,12,3
1907,Web Developer,Requirement of Web Developer in our company,27,7,29,12,2
1925,Frontend Developer,Requirement of Frontend Developer in our company,28,6,30,12,2
1926,Web Developer,Requirement of Web Developer in our company,29,2,31,12,2
1927,SDE-2,Requirement of SDE-2 in our company,30,2,32,12,2
1928,Hardware Engineer,Requirement of Hardware Engineer in our company,31,7,33,12,1
1929,SDE-2,Requirement of SDE-2 in our company,32,4,34,12,4
1930,Database Administrator,Requirement of Database Administrator in our company,33,4,35,12,2
1931,Web Developer,Requirement of Web Developer in our company,34,1,36,12,5
1932,Hardware Engineer,Requirement of Hardware Engineer in our company,35,4,37,12,6
1933,Engineering Manager,Requirement of Engineering Manager in our company,36,4,38,12,3
1934,Hardware Engineer,Requirement of Hardware Engineer in our company,37,6,39,12,6
1935,SDE-3,Requirement of SDE-3 in our company,38,1,40,12,4
